identifier,runeName,abilityIds,runeType,runeSlot,availableTypes,availableDragons,rarityIndex,salvageValueId,enhanceCosts,aura,icon,isTutorialRune,h
Mythic_buildingSpecialAttackModifier_hogFarm12Event,Mythic Healing Striker Glyph,rune_ability_1413_0|rune_ability_1413_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_hogFarm13,Mythic Healing Striker,rune_ability_1414_0|rune_ability_1414_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm13Event,Mythic Healing Striker Glyph,rune_ability_1415_0|rune_ability_1415_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_hogFarm14,Mythic Healing Striker,rune_ability_1416_0|rune_ability_1416_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm14Event,Mythic Healing Striker Glyph,rune_ability_1417_0|rune_ability_1417_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_hogFarm15,Mythic Healing Striker,rune_ability_1418_0|rune_ability_1418_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm15Event,Mythic Healing Striker Glyph,rune_ability_1419_0|rune_ability_1419_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_hogFarm16,Mythic Healing Striker,rune_ability_1420_0|rune_ability_1420_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm17,Mythic Healing Striker,rune_ability_1421_0|rune_ability_1421_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm18,Mythic Healing Striker,rune_ability_1422_0|rune_ability_1422_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm19,Mythic Healing Striker,rune_ability_1423_0|rune_ability_1423_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm1Event,Mythic Healing Striker Glyph,rune_ability_1424_0|rune_ability_1424_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_hogFarm2,Mythic Healing Striker,rune_ability_1425_0|rune_ability_1425_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm2Event,Mythic Healing Striker Glyph,rune_ability_1426_0|rune_ability_1426_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_hogFarm3,Mythic Healing Striker,rune_ability_1427_0|rune_ability_1427_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm3Event,Mythic Healing Striker Glyph,rune_ability_1428_0|rune_ability_1428_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_hogFarm4,Mythic Healing Striker,rune_ability_1429_0|rune_ability_1429_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm4Event,Mythic Healing Striker Glyph,rune_ability_1430_0|rune_ability_1430_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_hogFarm5,Mythic Healing Striker,rune_ability_1431_0|rune_ability_1431_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm5Event,Mythic Healing Striker Glyph,rune_ability_1432_0|rune_ability_1432_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_hogFarm6,Mythic Healing Striker,rune_ability_1433_0|rune_ability_1433_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm6Event,Mythic Healing Striker Glyph,rune_ability_1434_0|rune_ability_1434_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_hogFarm7,Mythic Healing Striker,rune_ability_1435_0|rune_ability_1435_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm7Event,Mythic Healing Striker Glyph,rune_ability_1436_0|rune_ability_1436_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_hogFarm8,Mythic Healing Striker,rune_ability_1437_0|rune_ability_1437_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm8Event,Mythic Healing Striker Glyph,rune_ability_1438_0|rune_ability_1438_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_hogFarm9,Mythic Healing Striker,rune_ability_1439_0|rune_ability_1439_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05.png,,
Mythic_buildingSpecialAttackModifier_hogFarm9Event,Mythic Healing Striker Glyph,rune_ability_1440_0|rune_ability_1440_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_farm_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lightningTower1,Mythic Lightning Striker,rune_ability_1441_0|rune_ability_1441_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentLightning,rune_lightning_damage_05.png,,
Mythic_buildingSpecialAttackModifier_lightningTower1Event,Mythic Lightning Striker Glyph,rune_ability_1442_0|rune_ability_1442_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentLightning,rune_lightning_damage_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill1,Mythic Healing Striker,rune_ability_1443_0|rune_ability_1443_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill10,Mythic Healing Striker,rune_ability_1444_0|rune_ability_1444_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill10Event,Mythic Healing Striker Glyph,rune_ability_1445_0|rune_ability_1445_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill11,Mythic Healing Striker,rune_ability_1446_0|rune_ability_1446_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill11Event,Mythic Healing Striker Glyph,rune_ability_1447_0|rune_ability_1447_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill12,Mythic Healing Striker,rune_ability_1448_0|rune_ability_1448_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill12Event,Mythic Healing Striker Glyph,rune_ability_1449_0|rune_ability_1449_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill13,Mythic Healing Striker,rune_ability_1450_0|rune_ability_1450_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill13Event,Mythic Healing Striker Glyph,rune_ability_1451_0|rune_ability_1451_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill14,Mythic Healing Striker,rune_ability_1452_0|rune_ability_1452_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill14Event,Mythic Healing Striker Glyph,rune_ability_1453_0|rune_ability_1453_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill15,Mythic Healing Striker,rune_ability_1454_0|rune_ability_1454_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill15Event,Mythic Healing Striker Glyph,rune_ability_1455_0|rune_ability_1455_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill16,Mythic Healing Striker,rune_ability_1456_0|rune_ability_1456_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill17,Mythic Healing Striker,rune_ability_1457_0|rune_ability_1457_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill18,Mythic Healing Striker,rune_ability_1458_0|rune_ability_1458_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill19,Mythic Healing Striker,rune_ability_1459_0|rune_ability_1459_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill1Event,Mythic Healing Striker Glyph,rune_ability_1460_0|rune_ability_1460_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill2,Mythic Healing Striker,rune_ability_1461_0|rune_ability_1461_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill2Event,Mythic Healing Striker Glyph,rune_ability_1462_0|rune_ability_1462_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill3,Mythic Healing Striker,rune_ability_1463_0|rune_ability_1463_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill3Event,Mythic Healing Striker Glyph,rune_ability_1464_0|rune_ability_1464_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill4,Mythic Healing Striker,rune_ability_1465_0|rune_ability_1465_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill4Event,Mythic Healing Striker Glyph,rune_ability_1466_0|rune_ability_1466_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill5,Mythic Healing Striker,rune_ability_1467_0|rune_ability_1467_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill5Event,Mythic Healing Striker Glyph,rune_ability_1468_0|rune_ability_1468_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill6,Mythic Healing Striker,rune_ability_1469_0|rune_ability_1469_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill6Event,Mythic Healing Striker Glyph,rune_ability_1470_0|rune_ability_1470_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill7,Mythic Healing Striker,rune_ability_1471_0|rune_ability_1471_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill7Event,Mythic Healing Striker Glyph,rune_ability_1472_0|rune_ability_1472_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill8,Mythic Healing Striker,rune_ability_1473_0|rune_ability_1473_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill8Event,Mythic Healing Striker Glyph,rune_ability_1474_0|rune_ability_1474_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_lumberMill9,Mythic Healing Striker,rune_ability_1475_0|rune_ability_1475_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05.png,,
Mythic_buildingSpecialAttackModifier_lumberMill9Event,Mythic Healing Striker Glyph,rune_ability_1476_0|rune_ability_1476_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentHealing,rune_mill_protection_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower1,Mythic Blue Mage HP,rune_ability_1477_0|rune_ability_1477_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower10,Mythic Blue Mage HP,rune_ability_1478_0|rune_ability_1478_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower10Event,Mythic Blue Mage HP Glyph,rune_ability_1479_0|rune_ability_1479_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower11,Mythic Blue Mage HP,rune_ability_1480_0|rune_ability_1480_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower11Event,Mythic Blue Mage HP Glyph,rune_ability_1481_0|rune_ability_1481_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower12,Mythic Blue Mage HP,rune_ability_1482_0|rune_ability_1482_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower12Event,Mythic Blue Mage HP Glyph,rune_ability_1483_0|rune_ability_1483_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower13,Mythic Blue Mage HP,rune_ability_1484_0|rune_ability_1484_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower13Event,Mythic Blue Mage HP Glyph,rune_ability_1485_0|rune_ability_1485_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower14,Mythic Blue Mage HP,rune_ability_1486_0|rune_ability_1486_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower14Event,Mythic Blue Mage HP Glyph,rune_ability_1487_0|rune_ability_1487_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower15,Mythic Blue Mage HP,rune_ability_1488_0|rune_ability_1488_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower15Event,Mythic Blue Mage HP Glyph,rune_ability_1489_0|rune_ability_1489_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower16,Mythic Blue Mage HP,rune_ability_1490_0|rune_ability_1490_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower17,Mythic Blue Mage HP,rune_ability_1491_0|rune_ability_1491_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower18,Mythic Blue Mage HP,rune_ability_1492_0|rune_ability_1492_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower19,Mythic Blue Mage HP,rune_ability_1493_0|rune_ability_1493_1,monument,normal,,,6,rune_salvage_6,runeDust:312500|runeDust:476810|runeDust:733880|runeDust:1144630|runeDust:1822080,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower1Event,Mythic Blue Mage HP Glyph,rune_ability_1494_0|rune_ability_1494_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower2,Mythic Blue Mage HP,rune_ability_1495_0|rune_ability_1495_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower2Event,Mythic Blue Mage HP Glyph,rune_ability_1496_0|rune_ability_1496_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower3,Mythic Blue Mage HP,rune_ability_1497_0|rune_ability_1497_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower3Event,Mythic Blue Mage HP Glyph,rune_ability_1498_0|rune_ability_1498_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower4,Mythic Blue Mage HP,rune_ability_1499_0|rune_ability_1499_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower4Event,Mythic Blue Mage HP Glyph,rune_ability_1500_0|rune_ability_1500_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower5,Mythic Blue Mage HP,rune_ability_1501_0|rune_ability_1501_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower5Event,Mythic Blue Mage HP Glyph,rune_ability_1502_0|rune_ability_1502_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower6,Mythic Blue Mage HP,rune_ability_1503_0|rune_ability_1503_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower6Event,Mythic Blue Mage HP Glyph,rune_ability_1504_0|rune_ability_1504_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower7,Mythic Blue Mage HP,rune_ability_1505_0|rune_ability_1505_1,monument,normal,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05.png,,
Mythic_buildingSpecialAttackModifier_mageBlueTower7Event,Mythic Blue Mage HP Glyph,rune_ability_1506_0|rune_ability_1506_1,monument,event,,,6,rune_salvage_6,runeDust:313000|runeDust:477000|runeDust:734000|runeDust:1145000|runeDust:1822000,monumentMystic,rune_blueMage_utility_05_event.png,,
