identifier,ability,abilityOperator,abilityText,abilityUnit,enhanceValues,h
rune_ability_1890_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1891_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1891_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1892_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1892_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1893_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1893_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1894_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1894_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1895_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1895_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1896_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1896_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1897_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1897_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.42|0.49|0.56|0.63|0.63|0.63,
rune_ability_1898_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1898_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_1899_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1899_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_1900_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1900_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_1901_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1901_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_1902_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1902_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_1903_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1903_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1904_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1904_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1905_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1905_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1906_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1906_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1907_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.013|0.017,
rune_ability_1908_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.017|0.021|0.025,
rune_ability_1909_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1909_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1910_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1910_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.25|0.32|0.32|0.32,
rune_ability_1911_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1911_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.14|0.18|0.18|0.18,
rune_ability_1912_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1912_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.14|0.18|0.18|0.18,
rune_ability_1913_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1913_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.013|0.017|0.02,
rune_ability_1914_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1914_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_1915_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1915_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.14|0.18|0.18|0.18,
rune_ability_1916_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1916_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1917_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1917_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1918_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1918_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1919_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1919_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1920_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1920_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1921_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1921_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46|0.46|0.46,
rune_ability_1922_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1922_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1923_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1923_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1924_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1924_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1925_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1925_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1926_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1926_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1927_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1927_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1928_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1928_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1929_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1929_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1930_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1930_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1931_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1931_1,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1932_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1932_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.42|0.49|0.56|0.63|0.63|0.63,
rune_ability_1933_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1933_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_1934_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1934_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_1935_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1935_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_1936_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1936_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_1937_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1937_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_1938_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1938_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1939_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1939_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1940_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1940_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1941_0,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1941_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1942_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.013|0.017,
rune_ability_1943_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.017|0.021|0.025,
rune_ability_1944_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1944_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1945_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1945_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.25|0.32|0.32|0.32,
rune_ability_1946_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1946_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.14|0.18|0.18|0.18,
rune_ability_1947_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1947_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.14|0.18|0.18|0.18,
rune_ability_1948_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1948_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.013|0.017|0.02,
rune_ability_1949_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1949_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_1950_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1950_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.14|0.18|0.18|0.18,
rune_ability_1951_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1951_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1952_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1952_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1953_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1953_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1954_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1954_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1955_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1955_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1956_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1956_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46|0.46|0.46,
rune_ability_1957_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1957_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1958_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1958_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1959_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1959_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1960_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1960_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_1961_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1961_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26|0.26|0.26,
rune_ability_1962_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1962_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1963_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1963_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1964_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1964_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1965_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1965_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1966_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1966_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1967_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1967_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.42|0.49|0.56|0.63|0.63|0.63,
rune_ability_1968_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1968_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_1969_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1969_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_1970_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1970_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_1971_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1971_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_1972_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1972_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.24|0.28|0.32|0.36|0.36|0.36,
rune_ability_1973_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1973_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1974_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1974_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1975_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1975_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1976_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.048|0.051|0.055|0.059|0.063|0.067,
rune_ability_1976_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_1977_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.013|0.017,
rune_ability_1978_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.017|0.021|0.025,
rune_ability_1979_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1979_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1980_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1980_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.25|0.32|0.32|0.32,
rune_ability_1981_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1981_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.14|0.18|0.18|0.18,
rune_ability_1982_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1982_1,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.14|0.18|0.18|0.18,
rune_ability_1983_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1983_1,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.01|0.013|0.017|0.02,
rune_ability_1984_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1984_1,dragonClassAttackModifier_warrior,+,Warrior Attack,%,0.01|0.013|0.017|0.02,
rune_ability_1985_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1985_1,spellDurationModifier_dodge,+,Evasion Duration,s,0.14|0.18|0.18|0.18,
rune_ability_1986_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1986_1,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1987_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1987_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1988_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1988_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1989_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034,
rune_ability_1989_1,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.013|0.017|0.017|0.017,
rune_ability_1990_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1990_1,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_1991_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1991_1,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46|0.46|0.46,
rune_ability_1992_0,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.032|0.036|0.04|0.044|0.048,
rune_ability_1992_1,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26|0.26|0.26,
